task_id,set_id,pair_id,is_anchor,pair_type,is_cross_stratum,intersection_a,intersection_b,alt1_att1_streetview,alt1_att2_intensiteit,alt2_att1_streetview,alt2_att2_intensiteit,intensity_wvk_a,intensity_wvk_b,stratum_a,stratum_b
91,3,-5234961688605008854,True,backbone,False,178273039,183263020,88196ba20bfffff/89196ba20afffff/8a196ba20ac7fff/84_00130_front.jpg,Laag,88196ba2d5fffff/89196ba2d4fffff/8a196ba2d4cffff/392_02331_front.jpg,Middelmatig,400.0,1200.0,T_geen_voorrang,T_geen_voorrang
92,3,-2583453661590433218,False,hub_spoke,False,182262017,183263020,88196ba28bfffff/89196ba28a3ffff/8a196ba28a0ffff/377_00152_front.jpg,Middelmatig,88196ba2d5fffff/89196ba2d4fffff/8a196ba2d4cffff/392_02331_front.jpg,Middelmatig,3600.0,1200.0,T_geen_voorrang,T_geen_voorrang
93,3,7220505896774823000,True,backbone,True,176275195,600483010,88196ba20dfffff/89196ba20c3ffff/8a196ba20c1ffff/45_00787_front.jpg,Hoog,88196bb501fffff/89196bb500fffff/8a196bb500cffff/252_00534_front.jpg,Laag,6450.0,350.0,T_VRI,4+_geen_voorrang
94,3,3481579677601659008,False,hub_spoke,False,183277002,186263044,88196bb0b3fffff/89196bb0b2fffff/8a196bb0b2f7fff/129_02207_front.jpg,Middelmatig,88196ba2dbfffff/89196ba2da3ffff/8a196ba2da1ffff/396_03089_front.jpg,Hoog,1100.0,9950.0,4+_voorrang,4+_voorrang
95,3,-5612670659563608411,False,backbone,True,178273039,600483010,88196ba20bfffff/89196ba20afffff/8a196ba20ac7fff/84_00130_front.jpg,Laag,88196bb501fffff/89196bb500fffff/8a196bb500cffff/252_00534_front.jpg,Laag,400.0,350.0,T_geen_voorrang,4+_geen_voorrang
96,3,-3523195987970107975,False,within,False,186274160,190273120,88196bb563fffff/89196bb563bffff/8a196bb56387fff/29_02560_front.jpg,Hoog,88196bb509fffff/89196bb508fffff/8a196bb50857fff/523_03029_front.jpg,Hoog,7950.0,21550.0,4+_VRI,4+_VRI
97,3,2319817075302507490,False,hub_spoke,False,188274004,600488624,88196bb50dfffff/89196bb50c3ffff/8a196bb50c07fff/32_08628_front.jpg,Middelmatig,88196bb565fffff/89196bb5643ffff/8a196bb56557fff/1_01590_front.jpg,Hoog,1400.0,9100.0,T_voorrang,T_voorrang
98,3,-3015045202323480880,False,within,False,182264049,185272110,88196ba289fffff/89196ba2897ffff/8a196ba28957fff/559_02470_front.jpg,Hoog,88196bb529fffff/89196bb528bffff/8a196bb528affff/18_00375_front.jpg,Hoog,6800.0,12550.0,4+_VRI,4+_VRI
99,3,-4429937868484848994,False,within,False,182272213,600097669,88196bb525fffff/89196ba2527ffff/8a196bb525a7fff/553_00344_front.jpg,Hoog,88196bb5cdfffff/89196bb5cdbffff/8a196bb5cdaffff/434_02518_front.jpg,Hoog,8200.0,8850.0,4+_VRI,4+_VRI
100,3,-2616323791694059304,False,within,False,184275160,187274156,88196bb565fffff/89196bb5643ffff/8a196bb56417fff/1_01640_front.jpg,Middelmatig,88196bb563fffff/89196bb5633ffff/8a196bb5632ffff/32_07735_front.jpg,Hoog,4900.0,10050.0,4+_VRI,4+_VRI
101,3,153695515683730285,False,hub_spoke,False,183272020,186273103,88196bb52dfffff/89196bb52cbffff/8a196bb52c9ffff/32_04850_front.jpg,Hoog,88196bb563fffff/89196bb562fffff/8a196bb562c7fff/130_03323_front.jpg,Hoog,9100.0,7700.0,4+_VRI,4+_VRI
102,3,4441252388642562968,False,hub_spoke,False,184273072,600485593,88196bb52dfffff/89196bb52dbffff/8a196bb52daffff/530_00920_left.jpg,Middelmatig,88196bb543fffff/89196bb5433ffff/8a196bb54307fff/48_00488_front.jpg,Hoog,2725.0,12850.0,T_voorrang,T_voorrang
103,3,2170647662226819517,False,backbone,False,181265038,183272020,88196ba28dfffff/89196ba28d7ffff/8a196ba28d67fff/362_00821_front.jpg,Hoog,88196bb52dfffff/89196bb52cbffff/8a196bb52c9ffff/32_04850_front.jpg,Hoog,6800.0,9100.0,4+_VRI,4+_VRI
104,3,-7896472683681279274,False,hub_spoke,False,179273020,183263020,88196ba20bfffff/89196ba20a7ffff/8a196ba20a0ffff/85_03895_front.jpg,Laag,88196ba2d5fffff/89196ba2d4fffff/8a196ba2d4cffff/392_02331_front.jpg,Middelmatig,200.0,1200.0,T_geen_voorrang,T_geen_voorrang
105,3,-8887439611078092438,False,hub_spoke,False,182270019,184278064,88196ba21bfffff/89196ba21b7ffff/8a196ba21b57fff/22_07259_front.jpg,Middelmatig,88196bb0b1fffff/89196bb0b07ffff/8a196bb0b047fff/124_01703_front.jpg,Laag,1300.0,250.0,4+_geen_voorrang,4+_geen_voorrang
106,3,-3640895920279088943,False,within,False,177273181,182274179,88196ba201fffff/89196ba2003ffff/8a196ba2002ffff/83_01707_front.jpg,Middelmatig,88196ba253fffff/89196ba2533ffff/8a196ba25337fff/2_01537_front.jpg,Middelmatig,5700.0,4300.0,4+_VRI,4+_VRI
107,3,-5982464523462875125,True,backbone,True,183277002,600483010,88196bb0b3fffff/89196bb0b2fffff/8a196bb0b2f7fff/129_02207_front.jpg,Middelmatig,88196bb501fffff/89196bb500fffff/8a196bb500cffff/252_00534_front.jpg,Laag,1100.0,350.0,4+_voorrang,4+_geen_voorrang
108,3,7039468361524987790,False,within,False,185274084,187270060,88196bb567fffff/89196bb5667ffff/8a196bb56647fff/5_01671_front.jpg,Hoog,88196bb53dfffff/89196bb53d3ffff/8a196bb53d2ffff/550_02203_front.jpg,Middelmatig,9950.0,5250.0,4+_VRI,4+_VRI
109,4,1542303239484641203,False,hub_spoke,False,181265038,187274156,88196ba28dfffff/89196ba28d7ffff/8a196ba28d67fff/362_00821_front.jpg,Hoog,88196bb563fffff/89196bb5633ffff/8a196bb5632ffff/32_07735_front.jpg,Hoog,6800.0,10050.0,4+_VRI,4+_VRI
110,4,3986832659416779073,True,backbone,True,176275195,183272020,88196ba20dfffff/89196ba20c3ffff/8a196ba20c1ffff/45_00787_front.jpg,Hoog,88196bb52dfffff/89196bb52cbffff/8a196bb52c9ffff/32_04850_front.jpg,Hoog,6450.0,9100.0,T_VRI,4+_VRI
111,4,3530507415080062826,False,hub_spoke,False,180271187,183272020,88196ba211fffff/89196ba2113ffff/8a196ba2111ffff/86_01275_front.jpg,Middelmatig,88196bb52dfffff/89196bb52cbffff/8a196bb52c9ffff/32_04850_front.jpg,Hoog,2950.0,9100.0,4+_VRI,4+_VRI
112,4,5576881699999255756,True,backbone,True,183272020,600483010,88196bb52dfffff/89196bb52cbffff/8a196bb52c9ffff/32_04850_front.jpg,Hoog,88196bb501fffff/89196bb500fffff/8a196bb500cffff/252_00534_front.jpg,Laag,9100.0,350.0,4+_VRI,4+_geen_voorrang
113,4,2774424091259301678,False,hub_spoke,False,181265038,187270060,88196ba28dfffff/89196ba28d7ffff/8a196ba28d67fff/362_00821_front.jpg,Hoog,88196bb53dfffff/89196bb53d3ffff/8a196bb53d2ffff/550_02203_front.jpg,Middelmatig,6800.0,5250.0,4+_VRI,4+_VRI
114,4,6805531188029936139,False,hub_spoke,False,180273020,600483010,88196ba257fffff/89196ba2567ffff/8a196ba25657fff/42_01516_front.jpg,Laag,88196bb501fffff/89196bb500fffff/8a196bb500cffff/252_00534_front.jpg,Laag,200.0,350.0,4+_geen_voorrang,4+_geen_voorrang
115,4,-8887439611078092438,False,hub_spoke,False,182270019,184278064,88196ba21bfffff/89196ba21b7ffff/8a196ba21b57fff/22_07259_front.jpg,Middelmatig,88196bb0b1fffff/89196bb0b07ffff/8a196bb0b047fff/124_01703_front.jpg,Laag,1300.0,250.0,4+_geen_voorrang,4+_geen_voorrang
116,4,-833756528608296507,False,hub_spoke,False,184273072,600407759,88196bb52dfffff/89196bb52dbffff/8a196bb52daffff/530_00920_left.jpg,Middelmatig,88196bb0bbfffff/89196bb0bafffff/8a196bb0baf7fff/528_03268_front.jpg,Middelmatig,2725.0,5550.0,T_voorrang,T_voorrang
117,4,8804395900225408732,False,within,False,180271187,186273081,88196ba211fffff/89196ba2113ffff/8a196ba2111ffff/86_01275_front.jpg,Middelmatig,88196bb529fffff/89196bb5293ffff/8a196bb5290ffff/18_00279_front.jpg,Hoog,2950.0,12150.0,4+_VRI,4+_VRI
118,4,-6951125320225193001,False,hub_spoke,False,178273039,191274027,88196ba20bfffff/89196ba20afffff/8a196ba20ac7fff/84_00130_front.jpg,Laag,88196bb509fffff/89196bb5093ffff/8a196bb5092ffff/120_02304_front.jpg,Middelmatig,400.0,2725.0,T_geen_voorrang,T_geen_voorrang
119,4,1708938504979602155,False,hub_spoke,False,178273039,187273034,88196ba20bfffff/89196ba20afffff/8a196ba20ac7fff/84_00130_front.jpg,Laag,88196bb505fffff/89196bb505bffff/8a196bb50587fff/130_03827_front.jpg,Middelmatig,400.0,1850.0,T_geen_voorrang,T_geen_voorrang
120,4,7220505896774823000,True,backbone,True,176275195,600483010,88196ba20dfffff/89196ba20c3ffff/8a196ba20c1ffff/45_00787_front.jpg,Hoog,88196bb501fffff/89196bb500fffff/8a196bb500cffff/252_00534_front.jpg,Laag,6450.0,350.0,T_VRI,4+_geen_voorrang
121,4,2055223354347614211,False,hub_spoke,False,180272143,181277036,88196ba219fffff/89196ba218bffff/8a196ba218a7fff/553_00123_front.jpg,Middelmatig,88196ba24bfffff/89196ba24a7ffff/8a196ba24a57fff/70_03490_front.jpg,Middelmatig,1800.0,5200.0,4+_voorrang,4+_voorrang
122,4,5501209559923283844,False,hub_spoke,False,181265038,185272110,88196ba28dfffff/89196ba28d7ffff/8a196ba28d67fff/362_00821_front.jpg,Hoog,88196bb529fffff/89196bb528bffff/8a196bb528affff/18_00375_front.jpg,Hoog,6800.0,12550.0,4+_VRI,4+_VRI
123,4,7514318946733637007,False,hub_spoke,False,184273072,600376103,88196bb52dfffff/89196bb52dbffff/8a196bb52daffff/530_00920_left.jpg,Middelmatig,88196bb561fffff/89196bb56abffff/8a196bb5614ffff/67_00459_front.jpg,Laag,2725.0,200.0,T_voorrang,T_voorrang
124,4,-5701609541597870813,False,hub_spoke,False,177273181,183272020,88196ba201fffff/89196ba2003ffff/8a196ba2002ffff/83_01707_front.jpg,Middelmatig,88196bb52dfffff/89196bb52cbffff/8a196bb52c9ffff/32_04850_front.jpg,Hoog,5700.0,9100.0,4+_VRI,4+_VRI
125,4,6798175148834520986,True,backbone,True,176275195,183277002,88196ba20dfffff/89196ba20c3ffff/8a196ba20c1ffff/45_00787_front.jpg,Hoog,88196bb0b3fffff/89196bb0b2fffff/8a196bb0b2f7fff/129_02207_front.jpg,Middelmatig,6450.0,1100.0,T_VRI,4+_voorrang
126,4,-4248064108305128928,False,hub_spoke,False,182270019,183263025,88196ba21bfffff/89196ba21b7ffff/8a196ba21b57fff/22_07259_front.jpg,Middelmatig,88196ba2d5fffff/89196ba28b3ffff/8a196ba28b27fff/378_00901_front.jpg,Middelmatig,1300.0,1500.0,4+_geen_voorrang,4+_geen_voorrang
127,4,4229466756013663220,False,within,False,186274160,600097669,88196bb563fffff/89196bb563bffff/8a196bb56387fff/29_02560_front.jpg,Hoog,88196bb5cdfffff/89196bb5cdbffff/8a196bb5cdaffff/434_02518_front.jpg,Hoog,7950.0,8850.0,4+_VRI,4+_VRI
128,4,-3015045202323480880,False,within,False,182264049,185272110,88196ba289fffff/89196ba2897ffff/8a196ba28957fff/559_02470_front.jpg,Hoog,88196bb529fffff/89196bb528bffff/8a196bb528affff/18_00375_front.jpg,Hoog,6800.0,12550.0,4+_VRI,4+_VRI
129,4,-6444117710416126265,False,backbone,False,181277036,183277002,88196ba24bfffff/89196ba24a7ffff/8a196ba24a57fff/70_03490_front.jpg,Middelmatig,88196bb0b3fffff/89196bb0b2fffff/8a196bb0b2f7fff/129_02207_front.jpg,Middelmatig,5200.0,1100.0,4+_voorrang,4+_voorrang
130,4,-7896472683681279274,False,hub_spoke,False,179273020,183263020,88196ba20bfffff/89196ba20a7ffff/8a196ba20a0ffff/85_03895_front.jpg,Laag,88196ba2d5fffff/89196ba2d4fffff/8a196ba2d4cffff/392_02331_front.jpg,Middelmatig,200.0,1200.0,T_geen_voorrang,T_geen_voorrang
131,4,-8883666412186885040,False,within,False,177273181,184275068,88196ba201fffff/89196ba2003ffff/8a196ba2002ffff/83_01707_front.jpg,Middelmatig,88196ba25bfffff/89196ba25b3ffff/8a196ba25b2ffff/1_01954_front.jpg,Hoog,5700.0,6000.0,4+_VRI,4+_VRI
132,4,-6195100666187080972,True,backbone,True,178273039,183272020,88196ba20bfffff/89196ba20afffff/8a196ba20ac7fff/84_00130_front.jpg,Laag,88196bb52dfffff/89196bb52cbffff/8a196bb52c9ffff/32_04850_front.jpg,Hoog,400.0,9100.0,T_geen_voorrang,4+_VRI
133,4,-4235050080005344073,False,hub_spoke,False,181264055,183277002,88196ba289fffff/89196ba288bffff/8a196ba2889ffff/364_07837_front.jpg,Middelmatig,88196bb0b3fffff/89196bb0b2fffff/8a196bb0b2f7fff/129_02207_front.jpg,Middelmatig,1700.0,1100.0,4+_voorrang,4+_voorrang
134,4,340611165205808779,False,within,False,179274126,185274084,88196ba255fffff/89196ba254fffff/8a196ba254d7fff/77_02319_front.jpg,Hoog,88196bb567fffff/89196bb5667ffff/8a196bb56647fff/5_01671_front.jpg,Hoog,10750.0,9950.0,4+_VRI,4+_VRI
135,4,1111564138463186557,False,within,False,182272213,189267114,88196bb525fffff/89196ba2527ffff/8a196bb525a7fff/553_00344_front.jpg,Hoog,88196bb53bfffff/89196bb53a7ffff/8a196bb53a6ffff/554_00091_front.jpg,Middelmatig,8200.0,1050.0,4+_VRI,4+_VRI
136,4,-5234961688605008854,True,backbone,False,178273039,183263020,88196ba20bfffff/89196ba20afffff/8a196ba20ac7fff/84_00130_front.jpg,Laag,88196ba2d5fffff/89196ba2d4fffff/8a196ba2d4cffff/392_02331_front.jpg,Middelmatig,400.0,1200.0,T_geen_voorrang,T_geen_voorrang
137,4,5056011134409960887,False,hub_spoke,False,182270019,185273014,88196ba21bfffff/89196ba21b7ffff/8a196ba21b57fff/22_07259_front.jpg,Middelmatig,88196bb529fffff/89196bb5667ffff/8a196bb5664ffff/50_00016_front.jpg,Middelmatig,1300.0,4900.0,4+_geen_voorrang,4+_geen_voorrang
138,4,4878684151404029965,False,hub_spoke,False,183263020,187273010,88196ba2d5fffff/89196ba2d4fffff/8a196ba2d4cffff/392_02331_front.jpg,Middelmatig,88196bb505fffff/89196bb5053ffff/8a196bb50537fff/130_03892_front.jpg,Laag,1200.0,600.0,T_geen_voorrang,T_geen_voorrang
139,4,9031466863291263316,False,hub_spoke,False,183268167,183277002,88196ba2c9fffff/89196ba2c8fffff/8a196ba2c8e7fff/385_01397_front.jpg,Laag,88196bb0b3fffff/89196bb0b2fffff/8a196bb0b2f7fff/129_02207_front.jpg,Middelmatig,750.0,1100.0,4+_voorrang,4+_voorrang
140,4,5801901731234840381,False,hub_spoke,False,187263075,600488624,88196ba2dbfffff/89196ba2dafffff/8a196ba2dac7fff/396_03118_front.jpg,Hoog,88196bb565fffff/89196bb5643ffff/8a196bb56557fff/1_01590_front.jpg,Hoog,8950.0,9100.0,T_voorrang,T_voorrang
141,4,396799134207556725,False,within,False,187274156,600097669,88196bb563fffff/89196bb5633ffff/8a196bb5632ffff/32_07735_front.jpg,Hoog,88196bb5cdfffff/89196bb5cdbffff/8a196bb5cdaffff/434_02518_front.jpg,Hoog,10050.0,8850.0,4+_VRI,4+_VRI
142,4,-5982464523462875125,True,backbone,True,183277002,600483010,88196bb0b3fffff/89196bb0b2fffff/8a196bb0b2f7fff/129_02207_front.jpg,Middelmatig,88196bb501fffff/89196bb500fffff/8a196bb500cffff/252_00534_front.jpg,Laag,1100.0,350.0,4+_voorrang,4+_geen_voorrang
143,4,-7393720225556219315,False,hub_spoke,False,189276003,600483010,88196bb547fffff/89196bb5473ffff/8a196bb54717fff/48_01329_front.jpg,Laag,88196bb501fffff/89196bb500fffff/8a196bb500cffff/252_00534_front.jpg,Laag,400.0,350.0,4+_geen_voorrang,4+_geen_voorrang
144,4,2012741162148654873,False,within,False,185273145,186279088,88196bb529fffff/89196bb529bffff/8a196bb529b7fff/50_00536_left.jpg,Hoog,88196bb0bbfffff/89196bb0bb7ffff/8a196bb0bb67fff/13_01277_front.jpg,Hoog,6850.0,6100.0,4+_VRI,4+_VRI
145,5,7220505896774823000,True,backbone,True,176275195,600483010,88196ba20dfffff/89196ba20c3ffff/8a196ba20c1ffff/45_00787_front.jpg,Hoog,88196bb501fffff/89196bb500fffff/8a196bb500cffff/252_00534_front.jpg,Laag,6450.0,350.0,T_VRI,4+_geen_voorrang
146,5,-6648240726599948395,False,within,False,179265069,182274179,88196ba2e3fffff/89196ba2e33ffff/8a196ba2e30ffff/362_00133_front.jpg,Hoog,88196ba253fffff/89196ba2533ffff/8a196ba25337fff/2_01537_front.jpg,Middelmatig,10300.0,4300.0,4+_VRI,4+_VRI
147,5,3940867233243102683,False,hub_spoke,False,181265038,600097669,88196ba28dfffff/89196ba28d7ffff/8a196ba28d67fff/362_00821_front.jpg,Hoog,88196bb5cdfffff/89196bb5cdbffff/8a196bb5cdaffff/434_02518_front.jpg,Hoog,6800.0,8850.0,4+_VRI,4+_VRI
148,5,-192166917899106761,False,hub_spoke,False,181265038,182274179,88196ba28dfffff/89196ba28d7ffff/8a196ba28d67fff/362_00821_front.jpg,Hoog,88196ba253fffff/89196ba2533ffff/8a196ba25337fff/2_01537_front.jpg,Middelmatig,6800.0,4300.0,4+_VRI,4+_VRI
149,5,-5982464523462875125,True,backbone,True,183277002,600483010,88196bb0b3fffff/89196bb0b2fffff/8a196bb0b2f7fff/129_02207_front.jpg,Middelmatig,88196bb501fffff/89196bb500fffff/8a196bb500cffff/252_00534_front.jpg,Laag,1100.0,350.0,4+_voorrang,4+_geen_voorrang
150,5,-8992997837158309802,False,hub_spoke,False,600409842,600483010,88196bb525fffff/89196bb5243ffff/8a196bb52407fff/41_03644_front.jpg,Hoog,88196bb501fffff/89196bb500fffff/8a196bb500cffff/252_00534_front.jpg,Laag,6200.0,350.0,4+_geen_voorrang,4+_geen_voorrang
151,5,-219352765772989412,False,hub_spoke,False,189276040,600488624,88196bb56bfffff/89196bb544fffff/8a196bb544dffff/1_01051_back.jpg,Hoog,88196bb565fffff/89196bb5643ffff/8a196bb56557fff/1_01590_front.jpg,Hoog,9950.0,9100.0,T_voorrang,T_voorrang
152,5,-1930162151340267807,False,hub_spoke,False,181277036,186275130,88196ba24bfffff/89196ba24a7ffff/8a196ba24a57fff/70_03490_front.jpg,Middelmatig,88196bb561fffff/89196bb5603ffff/8a196bb5600ffff/187_01833_front.jpg,Laag,5200.0,200.0,4+_voorrang,4+_voorrang
153,5,2048069382083024412,False,hub_spoke,False,182270019,185268037,88196ba21bfffff/89196ba21b7ffff/8a196ba21b57fff/22_07259_front.jpg,Middelmatig,88196bb535fffff/89196bb5343ffff/8a196bb534affff/407_05943_front.jpg,Middelmatig,1300.0,1350.0,4+_geen_voorrang,4+_geen_voorrang
154,5,-6195100666187080972,True,backbone,True,178273039,183272020,88196ba20bfffff/89196ba20afffff/8a196ba20ac7fff/84_00130_front.jpg,Laag,88196bb52dfffff/89196bb52cbffff/8a196bb52c9ffff/32_04850_front.jpg,Hoog,400.0,9100.0,T_geen_voorrang,4+_VRI
155,5,-4545240531204341030,False,hub_spoke,False,184273072,600111024,88196bb52dfffff/89196bb52dbffff/8a196bb52daffff/530_00920_left.jpg,Middelmatig,88196bb565fffff/89196bb5643ffff/8a196bb56407fff/1_01631_front.jpg,Hoog,2725.0,10950.0,T_voorrang,T_voorrang
156,5,-1576317267418617994,False,hub_spoke,False,183263020,194268070,88196ba2d5fffff/89196ba2d4fffff/8a196ba2d4cffff/392_02331_front.jpg,Middelmatig,88196bb5cdfffff/89196bb426fffff/8a196bb426dffff/441_00303_front.jpg,Middelmatig,1200.0,1250.0,T_geen_voorrang,T_geen_voorrang
157,5,-5234961688605008854,True,backbone,False,178273039,183263020,88196ba20bfffff/89196ba20afffff/8a196ba20ac7fff/84_00130_front.jpg,Laag,88196ba2d5fffff/89196ba2d4fffff/8a196ba2d4cffff/392_02331_front.jpg,Middelmatig,400.0,1200.0,T_geen_voorrang,T_geen_voorrang
158,5,4066529802584274103,False,within,False,186273103,186279088,88196bb563fffff/89196bb562fffff/8a196bb562c7fff/130_03323_front.jpg,Hoog,88196bb0bbfffff/89196bb0bb7ffff/8a196bb0bb67fff/13_01277_front.jpg,Hoog,7700.0,6100.0,4+_VRI,4+_VRI
159,5,-820556833951241232,False,within,False,179265069,186274160,88196ba2e3fffff/89196ba2e33ffff/8a196ba2e30ffff/362_00133_front.jpg,Hoog,88196bb563fffff/89196bb563bffff/8a196bb56387fff/29_02560_front.jpg,Hoog,10300.0,7950.0,4+_VRI,4+_VRI
160,5,1212158133809563129,False,within,False,182274179,600097669,88196ba253fffff/89196ba2533ffff/8a196ba25337fff/2_01537_front.jpg,Middelmatig,88196bb5cdfffff/89196bb5cdbffff/8a196bb5cdaffff/434_02518_front.jpg,Hoog,4300.0,8850.0,4+_VRI,4+_VRI
161,5,3474664730201432553,False,hub_spoke,False,178273039,185264031,88196ba20bfffff/89196ba20afffff/8a196ba20ac7fff/84_00130_front.jpg,Laag,88196ba2d1fffff/89196ba2d13ffff/8a196ba2d11ffff/396_02178_left.jpg,Laag,400.0,100.0,T_geen_voorrang,T_geen_voorrang
162,5,-1840873178896167401,False,hub_spoke,False,183272020,190264080,88196bb52dfffff/89196bb52cbffff/8a196bb52c9ffff/32_04850_front.jpg,Hoog,88196bb5e1fffff/89196bb5eabffff/8a196bb5ea97fff/396_04300_front.jpg,Hoog,9100.0,8200.0,4+_VRI,4+_VRI
163,5,-8609563627939293836,False,backbone,True,183277002,184273072,88196bb0b3fffff/89196bb0b2fffff/8a196bb0b2f7fff/129_02207_front.jpg,Middelmatig,88196bb52dfffff/89196bb52dbffff/8a196bb52daffff/530_00920_left.jpg,Middelmatig,1100.0,2725.0,4+_voorrang,T_voorrang
164,5,1935339960263903279,False,backbone,False,184273072,600488624,88196bb52dfffff/89196bb52dbffff/8a196bb52daffff/530_00920_left.jpg,Middelmatig,88196bb565fffff/89196bb5643ffff/8a196bb56557fff/1_01590_front.jpg,Hoog,2725.0,9100.0,T_voorrang,T_voorrang
165,5,2170647662226819517,False,backbone,False,181265038,183272020,88196ba28dfffff/89196ba28d7ffff/8a196ba28d67fff/362_00821_front.jpg,Hoog,88196bb52dfffff/89196bb52cbffff/8a196bb52c9ffff/32_04850_front.jpg,Hoog,6800.0,9100.0,4+_VRI,4+_VRI
166,5,6365979147614210379,False,hub_spoke,False,184267042,600483010,88196ba2cbfffff/89196ba2cb3ffff/8a196ba2cb17fff/407_02007_right.jpg,Middelmatig,88196bb501fffff/89196bb500fffff/8a196bb500cffff/252_00534_front.jpg,Laag,1350.0,350.0,4+_geen_voorrang,4+_geen_voorrang
167,5,-3757617162840663805,False,hub_spoke,False,178273039,187268044,88196ba20bfffff/89196ba20afffff/8a196ba20ac7fff/84_00130_front.jpg,Laag,88196bb531fffff/89196bb5303ffff/8a196bb53007fff/408_03965_front.jpg,Laag,400.0,200.0,T_geen_voorrang,T_geen_voorrang
168,5,4578034947161606599,False,hub_spoke,False,183277002,600412325,88196bb0b3fffff/89196bb0b2fffff/8a196bb0b2f7fff/129_02207_front.jpg,Middelmatig,88196ba2c9fffff/89196ba2c87ffff/8a196ba2c877fff/385_00345_front.jpg,Hoog,1100.0,7400.0,4+_voorrang,4+_voorrang
169,5,3986832659416779073,True,backbone,True,176275195,183272020,88196ba20dfffff/89196ba20c3ffff/8a196ba20c1ffff/45_00787_front.jpg,Hoog,88196bb52dfffff/89196bb52cbffff/8a196bb52c9ffff/32_04850_front.jpg,Hoog,6450.0,9100.0,T_VRI,4+_VRI
170,5,-6444117710416126265,False,backbone,False,181277036,183277002,88196ba24bfffff/89196ba24a7ffff/8a196ba24a57fff/70_03490_front.jpg,Middelmatig,88196bb0b3fffff/89196bb0b2fffff/8a196bb0b2f7fff/129_02207_front.jpg,Middelmatig,5200.0,1100.0,4+_voorrang,4+_voorrang
171,5,6798175148834520986,True,backbone,True,176275195,183277002,88196ba20dfffff/89196ba20c3ffff/8a196ba20c1ffff/45_00787_front.jpg,Hoog,88196bb0b3fffff/89196bb0b2fffff/8a196bb0b2f7fff/129_02207_front.jpg,Middelmatig,6450.0,1100.0,T_VRI,4+_voorrang
172,5,-3824722634470151778,False,hub_spoke,False,180271045,600483010,88196ba21dfffff/89196ba21c7ffff/8a196ba21c77fff/86_03475_front.jpg,Laag,88196bb501fffff/89196bb500fffff/8a196bb500cffff/252_00534_front.jpg,Laag,350.0,350.0,4+_geen_voorrang,4+_geen_voorrang
173,5,-3320959457973971727,False,within,False,184275068,187270060,88196ba25bfffff/89196ba25b3ffff/8a196ba25b2ffff/1_01954_front.jpg,Hoog,88196bb53dfffff/89196bb53d3ffff/8a196bb53d2ffff/550_02203_front.jpg,Middelmatig,6000.0,5250.0,4+_VRI,4+_VRI
174,5,-8268722695701421497,False,hub_spoke,False,182270019,600418191,88196ba21bfffff/89196ba21b7ffff/8a196ba21b57fff/22_07259_front.jpg,Middelmatig,88196bb5ebfffff/89196bb5eb7ffff/8a196bb5eb47fff/429_02457_front.jpg,Laag,1300.0,1000.0,4+_geen_voorrang,4+_geen_voorrang
175,5,-4259706979996359571,False,hub_spoke,False,183263020,192264027,88196ba2d5fffff/89196ba2d4fffff/8a196ba2d4cffff/392_02331_front.jpg,Middelmatig,88196bb58dfffff/89196bb58dbffff/8a196bb58d87fff/428_01049_left.jpg,Laag,1200.0,650.0,T_geen_voorrang,T_geen_voorrang
176,5,-1580160739223864817,False,within,False,182272213,190273120,88196bb525fffff/89196ba2527ffff/8a196bb525a7fff/553_00344_front.jpg,Hoog,88196bb509fffff/89196bb508fffff/8a196bb50857fff/523_03029_front.jpg,Hoog,8200.0,21550.0,4+_VRI,4+_VRI
177,5,1390208275213573617,False,within,False,184275160,186274160,88196bb565fffff/89196bb5643ffff/8a196bb56417fff/1_01640_front.jpg,Middelmatig,88196bb563fffff/89196bb563bffff/8a196bb56387fff/29_02560_front.jpg,Hoog,4900.0,7950.0,4+_VRI,4+_VRI
178,5,-297374152665823668,False,diagonal,True,186275130,191269022,88196bb561fffff/89196bb5603ffff/8a196bb5600ffff/187_01833_front.jpg,Laag,88196bb511fffff/89196bb510bffff/8a196bb5108ffff/244_03014_front.jpg,Hoog,200.0,9550.0,4+_voorrang,T_VRI
179,5,7599385310139867430,False,within,False,177273181,186275043,88196ba201fffff/89196ba2003ffff/8a196ba2002ffff/83_01707_front.jpg,Middelmatig,88196bb561fffff/89196bb560bffff/8a196bb5608ffff/32_01876_front.jpg,Hoog,5700.0,7050.0,4+_VRI,4+_VRI
180,5,5576881699999255756,True,backbone,True,183272020,600483010,88196bb52dfffff/89196bb52cbffff/8a196bb52c9ffff/32_04850_front.jpg,Hoog,88196bb501fffff/89196bb500fffff/8a196bb500cffff/252_00534_front.jpg,Laag,9100.0,350.0,4+_VRI,4+_geen_voorrang
181,6,-2616323791694059304,False,within,False,184275160,187274156,88196bb565fffff/89196bb5643ffff/8a196bb56417fff/1_01640_front.jpg,Middelmatig,88196bb563fffff/89196bb5633ffff/8a196bb5632ffff/32_07735_front.jpg,Hoog,4900.0,10050.0,4+_VRI,4+_VRI
182,6,-2361506749597337602,False,within,False,186275043,600097669,88196bb561fffff/89196bb560bffff/8a196bb5608ffff/32_01876_front.jpg,Hoog,88196bb5cdfffff/89196bb5cdbffff/8a196bb5cdaffff/434_02518_front.jpg,Hoog,7050.0,8850.0,4+_VRI,4+_VRI
